year,category,question,answer,analysis,index,score,question_en,analysis_en,score_question,score_analysis
2018,（新课标ⅰ）,"1. （5 分）设 $z=\frac{1-i}{1+i}+2 i$, 则 $|z|=(\quad)$
A. 0
B. $\frac{1}{2}$
C. 1
D. $\sqrt{2}$
",['C'],"解 $ｚ=\frac{1-i}{1+i}+2 i=\frac{(1-i)(1-i)}{(1-i)(1+i)}+2 i=-i+2 i=i$,

则 $|z|=1$.

故选: C.
",106,5,"1. (5 points)$z=\frac{1-i}{1+i}+2 i$, then $|z|=(\quad)$A. 0
B.$\frac{1}{2}$C. 1
D.$\sqrt{2}$","solution$ｚ=\frac{1-i}{1+i}+2 i=\frac{(1-i)(1-i)}{(1-i)(1+i)}+2 i=-i+2 i=i$,

then $|z|=1$.

So, the correct answer is: C.",101.09,134.44
2018,（新课标ⅰ）,"2. （5 分）已知集合 $A=\left\{x \mid x^{2}-x-2>0\right\}$, 则 $\left.C_{R} A=（ \quad\right)$
A. $\{x \mid-1<x<2\}$
B. $\{x \mid-1 \leqslant x \leqslant 2\}$
C. $\{x \mid x<-1\} \cup\{x \mid x>2\}$
D. $\{x \mid x \leqslant-1\}$

$U\{x \mid x \geqslant 2\}$
",['B'],"解：集合 $A=\left\{x \mid x^{2}-x-2>0\right\}$,

可得 $A=\{x \mid x<-1$ 或 $x>2\}$, 则: $C_{R} A=\{x \mid-1 \leqslant x \leqslant 2\}$.

故选: B.
",107,5,"2. (5 points) Given the set $A=\left\{x \mid x^{2}-x-2>0\right\}$, then $\left.C_{R} A=（ \quad\right)$A.$\{x \mid-1<x<2\}$B.$\{x \mid-1 \leqslant x \leqslant 2\}$C.$\{x \mid x<-1\} \cup\{x \mid x>2\}$D.$\{x \mid x \leqslant-1\}$$U\{x \mid x \geqslant 2\}$","Solution: Collection$A=\left\{x \mid x^{2}-x-2>0\right\}$,

So$A=\{x \mid x<-1$or$x>2\}$, but:$C_{R} A=\{x \mid-1 \leqslant x \leqslant 2\}$.

So, the correct answer is: B.",102.82,126.47
2018,（新课标ⅰ）,"4. (5 分) 记 $S_{n}$ 为等差数列 $\left\{a_{n}\right\}$ 的前 $n$ 项和. 若 $3 S_{3}=S_{2}+S_{4}, a_{1}=2$, 则 $a_{5}=(\quad)$
A. -12
B. -10
C. 10
D. 12
",['B'],"解: $\because S_{n}$ 为等差数列 $\left\{a_{n}\right\}$ 的前 $n$ 项和, $3 S_{3}=S_{2}+S_{4}, a_{1}=2$,

$\therefore 3 \times\left(3 \mathrm{a}_{1}+\frac{3 \times 2}{2} \mathrm{~d}\right)=\mathrm{a}_{1}+\mathrm{a}_{1}+d+4 \mathrm{a}_{1}+\frac{4 \times 3}{2} \mathrm{~d}$,

把 $a_{1}=2$, 代入得 $d=-3$

$\therefore a_{5}=2+4 \times(-3)=-10$.

故选: B.
",108,5,"4. (5 points) Note$S_{n}$Arithmetic sequence$\left\{a_{n}\right\}$The front$n$If$3 S_{3}=S_{2}+S_{4}, a_{1}=2$, then $a_{5}=(\quad)$A. -12
B. -10
C. 10
D. 12","solution:$\because S_{n}$Arithmetic sequence$\left\{a_{n}\right\}$The front$n$Xianghe,$3 S_{3}=S_{2}+S_{4}, a_{1}=2$,$\therefore 3 \times\left(3 \mathrm{a}_{1}+\frac{3 \times 2}{2} \mathrm{~d}\right)=\mathrm{a}_{1}+\mathrm{a}_{1}+d+4 \mathrm{a}_{1}+\frac{4 \times 3}{2} \mathrm{~d}$,

Bundle$a_{1}=2$, substitute$d=-3$$\therefore a_{5}=2+4 \times(-3)=-10$.

So, the correct answer is: B.",114.6,116.22
2018,（新课标ⅰ）,"5. （5 分) 设函数 $f(x)=x^{3}+(a-1) x^{2}+a x$. 若 $f(x)$ 为奇函数, 则曲线 $y=f($ $x$ ) 在点 $(0,0)$ 处的切线方程为 ( )
A. $y=-2 x$
B. $y=-x$
C. $y=2 x$
D. $y=x$
",['D'],"解: 函数 $f(x)=x^{3}+(a-1) x^{2}+a x$, 若 $f(x)$ 为奇函数,

可得 $a=1$, 所以函数 $f(x)=x^{3}+x$, 可得 $f^{\prime}(x)=3 x^{2}+1$,

曲线 $y=f(x)$ 在点 $(0,0)$ 处的切线的斜率为: 1 ,

则曲线 $y=f(x)$ 在点 $(0,0)$ 处的切线方程为: $y=x$.

故选：D.
",109,5,"5. (5 points) Set the function$f(x)=x^{3}+(a-1) x^{2}+a x$. like$f(x)$is an odd function, then the curve$y=f($$x$) at point$(0,0)$The tangent equation at is ( )
A.$y=-2 x$B.$y=-x$C.$y=2 x$D.$y=x$","Solution: Function$f(x)=x^{3}+(a-1) x^{2}+a x$, like$f(x)$An odd function,

So$a=1$, so function$f(x)=x^{3}+x$, available$f^{\prime}(x)=3 x^{2}+1$,

curve$y=f(x)$At the point $(0,0)$The slope of the tangent at the point is: 1,

Then curve$y=f(x)$At the point $(0,0)$The tangent equation at the location is:$y=x$.

So, the correct answer is: D.",139.29,150.0
2018,（新课标ⅰ）,"6. (5 分) 在 $\triangle A B C$ 中, $A D$ 为 $B C$ 边上的中线, $E$ 为 $A D$ 的中点, 则 $\overrightarrow{E B}=(\quad)$
A. $\frac{3}{4} \overrightarrow{\mathrm{AB}}-\frac{1}{4} \overrightarrow{\mathrm{AC}}$
B. $\frac{1}{4} \overrightarrow{\mathrm{AB}}-\frac{3}{4} \overrightarrow{\mathrm{AC}}$
C. $\frac{3}{4} \overrightarrow{\mathrm{AB}}+\frac{1}{4} \overrightarrow{\mathrm{AC}}$
D. $\frac{1}{4} \overrightarrow{\mathrm{AB}}+\frac{3}{4} \overrightarrow{\mathrm{AC}}$
",['A'],"解: 在 $\triangle A B C$ 中, $A D$ 为 $B C$ 边上的中线, $E$ 为 $A D$ 的中点,

$\overrightarrow{\mathrm{EB}}=\overrightarrow{\mathrm{AB}}-\overrightarrow{\mathrm{AE}}=\overrightarrow{\mathrm{AB}}-\frac{1}{2} \overrightarrow{\mathrm{AD}}$

$=\overrightarrow{\mathrm{AB}}-\frac{1}{2} \times \frac{1}{2}(\overrightarrow{\mathrm{AB}}+\overrightarrow{\mathrm{AC}})$

$=\frac{3}{4} \overrightarrow{\mathrm{AB}}-\frac{1}{4} \overrightarrow{\mathrm{AC}}$ 故选: A.
",110,5,"6. (5 points)$\triangle A B C$middle,$A D$for$B C$The center line on the side,$E$for$A D$The midpoint of$\overrightarrow{E B}=(\quad)$A.$\frac{3}{4} \overrightarrow{\mathrm{AB}}-\frac{1}{4} \overrightarrow{\mathrm{AC}}$B.$\frac{1}{4} \overrightarrow{\mathrm{AB}}-\frac{3}{4} \overrightarrow{\mathrm{AC}}$C.$\frac{3}{4} \overrightarrow{\mathrm{AB}}+\frac{1}{4} \overrightarrow{\mathrm{AC}}$D.$\frac{1}{4} \overrightarrow{\mathrm{AB}}+\frac{3}{4} \overrightarrow{\mathrm{AC}}$","Solution:$\triangle A B C$middle,$A D$for$B C$The center line on the side,$E$for$A D$The midpoint of$\overrightarrow{\mathrm{EB}}=\overrightarrow{\mathrm{AB}}-\overrightarrow{\mathrm{AE}}=\overrightarrow{\mathrm{AB}}-\frac{1}{2} \overrightarrow{\mathrm{AD}}$$=\overrightarrow{\mathrm{AB}}-\frac{1}{2} \times \frac{1}{2}(\overrightarrow{\mathrm{AB}}+\overrightarrow{\mathrm{AC}})$$=\frac{3}{4} \overrightarrow{\mathrm{AB}}-\frac{1}{4} \overrightarrow{\mathrm{AC}}$So, the correct answer is: A.",105.1,111.82
2018,（新课标ⅰ）,"8. (5 分) 设抛物线 $C: y^{2}=4 x$ 的焦点为 $F$, 过点 $(-2,0)$ 且斜率为 $\frac{2}{3}$ 的直线与 $C$ 交于 $M, N$ 两点, 则 $\overrightarrow{F M} \bullet \overrightarrow{F N}=(\quad)$
A. 5
B. 6
C. 7
D. 8
",['D'],"解：抛物线 $C: y^{2}=4 x$ 的焦点为 $F(1,0)$, 过点 $(-2,0)$ 且斜率为 $\frac{2}{3}$ 的直线为: $3 y=2 x+4$,

联立直线与抛物线 $C: y^{2}=4 x$, 消去 $x$ 可得: $y^{2}-6 y+8=0$ ，

解得 $y_{1}=2, y_{2}=4$, 不妨 $M(1,2), N(4,4), \overrightarrow{F M}=(0,2), \overrightarrow{F N}=(3,4)$. 则 $\overrightarrow{F M} \bullet \overrightarrow{F N}=(0,2) \bullet(3,4)=8$.

故选: D.
",111,5,"8. (5 points) Set parabola$C: y^{2}=4 x$The focus is$F$, pass a little$(-2,0)$And the slope is$\frac{2}{3}$straight line and$C$Handed in$M, N$Two points,$\overrightarrow{F M} \bullet \overrightarrow{F N}=(\quad)$A. 5
B. 6
C. 7
D. 8","Solution: Parabola$C: y^{2}=4 x$The focus is$F(1,0)$, pass a little$(-2,0)$And the slope is$\frac{2}{3}$The straight line is:$3 y=2 x+4$,

Connected straight lines and parabolas$C: y^{2}=4 x$, erase$x$So:$y^{2}-6 y+8=0$,

I'll understand$y_{1}=2, y_{2}=4$, It's okay$M(1,2), N(4,4), \overrightarrow{F M}=(0,2), \overrightarrow{F N}=(3,4)$. then $\overrightarrow{F M} \bullet \overrightarrow{F N}=(0,2) \bullet(3,4)=8$.

So, the correct answer is: D.",132.0,137.73
2018,（新课标ⅰ）,"11. (5 分) 已知双曲线 $C: \frac{x^{2}}{3}-y^{2}=1, O$ 为坐标原点, $F$ 为 $C$ 的右焦点, 过 $F$ 的直线与 $C$ 的两条渐近线的交点分别为 $M, N$. 若 $\triangle O M N$ 为直角三角形, 则 $|\mathrm{MN}|=(\quad)$
A. $\frac{3}{2}$
B. 3
C. $2 \sqrt{3}$
D. 4
",['B'],"解: 双曲线 $c: \frac{x^{2}}{3}-y^{2}=1$ 的渐近线方程为: $y= \pm \frac{\sqrt{3}}{3} x$, 渐近线的夹角 为: $60^{\circ}$, 不妨设过 $F(2,0)$ 的直线为: $y=\sqrt{3}(x-2)$, 则: $\left\{\begin{array}{l}y=\frac{\sqrt{3}}{3} x \\ y=\sqrt{3}(x-2)\end{array}\right.$ 解得 $M\left(\frac{3}{2},-\frac{\sqrt{3}}{2}\right)$,

$\left\{\begin{array}{l}y=\frac{\sqrt{3}}{3} x \\ y=\sqrt{3}(x-2)\end{array}\right.$ 解得: $N(3, \sqrt{3})$,

则 $|M N|=\sqrt{\left(3-\frac{3}{2}\right)^{2}+\left(\sqrt{3}+\frac{\sqrt{3}}{2}\right)^{2}}=3$.

故选：B.
",112,5,"11. (5 points) Given hyperbola$C: \frac{x^{2}}{3}-y^{2}=1, O$is the origin of the coordinates,$F$for$C$The right focus,$F$straight line and$C$The intersection points of the two asymptomatic lines are$M, N$. like$\triangle O M N$It is a right triangle, then$|\mathrm{MN}|=(\quad)$A.$\frac{3}{2}$B. 3
C.$2 \sqrt{3}$D. 4","Solution: Hyperbolic$c: \frac{x^{2}}{3}-y^{2}=1$The asymptomatic equation is:$y= \pm \frac{\sqrt{3}}{3} x$, The angle of the asymptomatic line is:$60^{\circ}$, may as well set$F(2,0)$The straight line is:$y=\sqrt{3}(x-2)$, but:$\left\{\begin{array}{l}y=\frac{\sqrt{3}}{3} x \\ y=\sqrt{3}(x-2)\end{array}\right.$I'll understand$M\left(\frac{3}{2},-\frac{\sqrt{3}}{2}\right)$,$\left\{\begin{array}{l}y=\frac{\sqrt{3}}{3} x \\ y=\sqrt{3}(x-2)\end{array}\right.$Solution:$N(3, \sqrt{3})$,

then $|M N|=\sqrt{\left(3-\frac{3}{2}\right)^{2}+\left(\sqrt{3}+\frac{\sqrt{3}}{2}\right)^{2}}=3$.

So, the correct answer is: B.",150.0,125.25
2018,（新课标ⅱ）,"1. (5 分 $) \frac{1+2 i}{1-2 i}=(\quad)$
A. $-\frac{4}{5}-\frac{3}{5} i$
B. $-\frac{4}{5}+\frac{3}{5} i$
C. $-\frac{3}{5}-\frac{4}{5} i$
D. $-\frac{3}{5}+\frac{4}{5} i$
",['D'],"解: $\frac{1+2 i}{1-2 i}=\frac{(1+2 i)(1+2 i)}{(1-2 i)(1+2 i)}=-\frac{3}{5}+\frac{4}{5} i$.

故选: D.
",113,5,1. (5 points$) \frac{1+2 i}{1-2 i}=(\quad)$A.$-\frac{4}{5}-\frac{3}{5} i$B.$-\frac{4}{5}+\frac{3}{5} i$C.$-\frac{3}{5}-\frac{4}{5} i$D.$-\frac{3}{5}+\frac{4}{5} i$,"solution:$\frac{1+2 i}{1-2 i}=\frac{(1+2 i)(1+2 i)}{(1-2 i)(1+2 i)}=-\frac{3}{5}+\frac{4}{5} i$.

So, the correct answer is: D.",97.02,128.28
2018,（新课标ⅱ）,"2. (5 分) 已知集合 $A=\left\{(x, y) \mid x^{2}+y^{2} \leqslant 3, x \in Z, y \in Z\right\}$, 则 $A$ 中元素的个数为
A. 9
B. 8
C. 5
D. 4
",['A'],"解: 当 $x=-1$ 时, $y^{2} \leqslant 2$, 得 $y=-1,0,1$,

当 $x=0$ 时, $y^{2} \leqslant 3$, 得 $y=-1,0,1$,

当 $x=1$ 时, $y^{2} \leqslant 2$, 得 $y=-1,0,1$,

即集合 $A$ 中元素有 9 个, 故选：A.
",114,5,"2. (5 points) Given the set $A=\left\{(x, y) \mid x^{2}+y^{2} \leqslant 3, x \in Z, y \in Z\right\}$, then $A$The number of elements in
A. 9
B. 8
C. 5
D. 4","Solution: When$x=-1$hour,$y^{2} \leqslant 2$, have to$y=-1,0,1$,

when$x=0$hour,$y^{2} \leqslant 3$, have to$y=-1,0,1$,

when$x=1$hour,$y^{2} \leqslant 2$, have to$y=-1,0,1$,

That is, collection$A$There are 9 elements in it, so answer is: A.",127.05,143.2
2018,（新课标ⅱ）,"4. (5 分) 已知向量 $\vec{a}, \vec{b}$ 满足 $|\vec{a}|=1, \vec{a} \cdot \vec{b}=-1$, 则 $\vec{a} \bullet(2 \vec{a}-\vec{b})=(\quad ）$
A. 4
B. 3
C. 2
D. 0
",['B'],"解 向量 $\vec{a}, \vec{b}$ 满足 $|\vec{a}|=1, \vec{a} \cdot \vec{b}=-1$, 则 $\vec{a} \cdot(2 \vec{a}-\vec{b})=2 \vec{a}-\vec{a} \cdot \vec{b}=2+1=3$

故选: B.
",115,5,"4. (5 points) Given vector$\vec{a}, \vec{b}$satisfy$|\vec{a}|=1, \vec{a} \cdot \vec{b}=-1$, then $\vec{a} \bullet(2 \vec{a}-\vec{b})=(\quad ）$A. 4
B. 3
C. 2
D. 0","Solution Vector$\vec{a}, \vec{b}$satisfy$|\vec{a}|=1, \vec{a} \cdot \vec{b}=-1$, then $\vec{a} \cdot(2 \vec{a}-\vec{b})=2 \vec{a}-\vec{a} \cdot \vec{b}=2+1=3$So, the correct answer is: B.",111.03,123.84
2018,（新课标ⅱ）,"5. (5 分) 双曲线 $\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$ 的离心率为 $\sqrt{3}$, 则其渐近线方程为 $(\quad)$
A. $y= \pm \sqrt{2} x$
B. $y= \pm \sqrt{3} x$
C. $y= \pm \frac{\sqrt{2}}{2} x$
D. $y= \pm \frac{\sqrt{3}}{2} \mathrm{x}$
",['A'],"解: $\because$ 双曲线的离心率为 $e=\frac{c}{a}=\sqrt{3}$,

则 $\frac{b}{a}=\sqrt{\frac{b^{2}}{a^{2}}}=\sqrt{\frac{c^{2}-a^{2}}{a^{2}}}=\sqrt{\left(\frac{c}{a}\right)^{2}-1}=\sqrt{3-1}=\sqrt{2}$,

即双曲线的渐近线方程为 $y= \pm \frac{b}{a} x= \pm \sqrt{2} x$,

故选：A.
",116,5,"5. (5 points) Hyperbolic$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$The eccentricity rate is$\sqrt{3}$, then its asymptomatic equation is$(\quad)$A.$y= \pm \sqrt{2} x$B.$y= \pm \sqrt{3} x$C.$y= \pm \frac{\sqrt{2}}{2} x$D.$y= \pm \frac{\sqrt{3}}{2} \mathrm{x}$","solution:$\because$The qiu-
of the hyperbola is$e=\frac{c}{a}=\sqrt{3}$,

then $\frac{b}{a}=\sqrt{\frac{b^{2}}{a^{2}}}=\sqrt{\frac{c^{2}-a^{2}}{a^{2}}}=\sqrt{\left(\frac{c}{a}\right)^{2}-1}=\sqrt{3-1}=\sqrt{2}$,

That is, the asymptomatic equation of the hyperbola is$y= \pm \frac{b}{a} x= \pm \sqrt{2} x$,

So, the correct answer is: A.",119.11,137.55
2018,（新课标ⅱ）,"6. (5 分) 在 $\triangle A B C$ 中, $\cos \frac{C}{2}=\frac{\sqrt{5}}{5}, B C=1, A C=5$, 则 $A B=（ ）$ 
A. $4 \sqrt{2}$
B. $\sqrt{30}$
C. $\sqrt{29}$
D. $2 \sqrt{5}$
",['A'],"解：在 $\triangle \mathrm{ABC}$ 中, $\cos \frac{\mathrm{C}}{2}=\frac{\sqrt{5}}{5}, \cos \mathrm{C}=2 \times\left(\frac{\sqrt{5}}{5}\right)^{2}-1=-\frac{3}{5}$,

$B C=1, A C=5$, 则 $A B=\sqrt{B C^{2}+A C^{2}-2 B C \cdot A C \cos C}=\sqrt{1+25+2 \times 1 \times 5 \times \frac{3}{5}}=\sqrt{32}=4 \sqrt{2}$.

故选: A.
",117,5,"6. (5 points)$\triangle A B C$middle,$\cos \frac{C}{2}=\frac{\sqrt{5}}{5}, B C=1, A C=5$, then $A B=（ ）$A.$4 \sqrt{2}$B.$\sqrt{30}$C.$\sqrt{29}$D.$2 \sqrt{5}$","Solution:$\triangle \mathrm{ABC}$middle,$\cos \frac{\mathrm{C}}{2}=\frac{\sqrt{5}}{5}, \cos \mathrm{C}=2 \times\left(\frac{\sqrt{5}}{5}\right)^{2}-1=-\frac{3}{5}$,$B C=1, A C=5$, then $A B=\sqrt{B C^{2}+A C^{2}-2 B C \cdot A C \cos C}=\sqrt{1+25+2 \times 1 \times 5 \times \frac{3}{5}}=\sqrt{32}=4 \sqrt{2}$.

So, the correct answer is: A.",98.75,110.06
2018,（新课标ⅱ）,"8. (5 分) 我国数学家陈景润在哥德巴赫猜想的研究中取得了世界领先的成果. 哥德巴赫猜想是“每个大于 2 的偶数可以表示为两个素数的和”, 如 $30=7+23$. 在不超过 30 的素数中, 随机选取两个不同的数, 其和等于 30 的概率是 $(\quad)$
A. $\frac{1}{12}$
B. $\frac{1}{14}$
C. $\frac{1}{15}$
D. $\frac{1}{18}$
",['C'],"解: 在不超过 30 的素数中有, $2,3,5,7,11,13,17,19,23,29$ 共 10 个，

从中选 2 个不同的数有 $C_{10}^{2}=45$ 种,

和等于 30 的有 $(7,23)$, $(11,19),(13,17)$, 共 3 种,

则对应的概率 $P=\frac{3}{45}=\frac{1}{15}$,

故选: C.
",118,5,"8. (5 points) Chinese mathematician Chen Jingrun has achieved world-leading results in the study of the Goldbach conjecture. The Goldbach conjecture is that ""each even number greater than 2 can be expressed as the sum of two prime numbers"", such as$30=7+23$. Among prime numbers not exceeding 30, two different numbers are randomly selected, and the probability that the sum of them is equal to 30 is$(\quad)$A.$\frac{1}{12}$B.$\frac{1}{14}$C.$\frac{1}{15}$D.$\frac{1}{18}$","Solution: Among prime numbers not exceeding 30,$2,3,5,7,11,13,17,19,23,29$Total 10,

Choose 2 different numbers from$C_{10}^{2}=45$kind,

and equal to 30$(7,23)$,$(11,19),(13,17)$, 3 kinds in total,

The corresponding probability$P=\frac{3}{45}=\frac{1}{15}$,

So, the correct answer is: C.",150.0,150.0
2018,（新课标ⅱ）,"10. （5 分) 若 $f(x)=\cos x-\sin x$ 在 $[-a, a]$ 是减函数, 则 $a$ 的最大值是 $(\quad)$
A. $\frac{\pi}{4}$
B. $\frac{\pi}{2}$
C. $\frac{3 \pi}{4}$
D. $\pi$
",['A'],"解: $f(x)=\cos x-\sin x=-(\sin x-\cos x)=-\sqrt{2} \sin \left(x-\frac{\pi}{4}\right)$,

由 $-\frac{\pi}{2}+2 k \pi \leqslant x-\frac{\pi}{4} \leqslant \frac{\pi}{2}+2 k \pi, k \in Z$,

得 $-\frac{\pi}{4}+2 k \pi \leqslant x \leqslant \frac{3}{4} \pi+2 k \pi, k \in Z$,

取 $\mathrm{k}=0$, 得 $\mathrm{f}(\mathrm{x})$ 的一个减区间为 $\left[-\frac{\pi}{4}, \frac{3}{4} \pi\right]$,

由 $f(x)$ 在 $[-a, a]$ 是减函数, 得 $\left\{\begin{array}{l}-a \geqslant-\frac{\pi}{4} \\ a \leqslant \frac{3 \pi}{4}\end{array}, \quad \therefore a \leqslant \frac{\pi}{4}\right.$.

则 $a$ 的最大值是 $\frac{\pi}{4}$.

故选: A.
",119,5,"10. (5 minutes) Young$f(x)=\cos x-\sin x$exist$[-a, a]$is a subtraction function, then$a$The maximum value is$(\quad)$A.$\frac{\pi}{4}$B.$\frac{\pi}{2}$C.$\frac{3 \pi}{4}$D.$\pi$","solution:$f(x)=\cos x-\sin x=-(\sin x-\cos x)=-\sqrt{2} \sin \left(x-\frac{\pi}{4}\right)$,

Depend on$-\frac{\pi}{2}+2 k \pi \leqslant x-\frac{\pi}{4} \leqslant \frac{\pi}{2}+2 k \pi, k \in Z$,

have to$-\frac{\pi}{4}+2 k \pi \leqslant x \leqslant \frac{3}{4} \pi+2 k \pi, k \in Z$,

Pick$\mathrm{k}=0$, have to$\mathrm{f}(\mathrm{x})$One minus range of$\left[-\frac{\pi}{4}, \frac{3}{4} \pi\right]$,

Depend on$f(x)$exist$[-a, a]$It's a subtraction function, get$\left\{\begin{array}{l}-a \geqslant-\frac{\pi}{4} \\ a \leqslant \frac{3 \pi}{4}\end{array}, \quad \therefore a \leqslant \frac{\pi}{4}\right.$.

then $a$The maximum value is$\frac{\pi}{4}$.

So, the correct answer is: A.",126.24,117.87
2018,（新课标ⅱ）,"11. (5 分) 已知 $f(x)$ 是定义域为 $(-\infty,+\infty)$ 的奇函数, 满足 $f(1-x)=f$ $(1+x)$, 若 $f(1)=2$, 则 $f(1)+f(2)+f(3)+\ldots+f(50)=(\quad)$
A. -50
B. 0
C. 2
D. 50
",['C'],"解: $\because f(x)$ 是奇函数, 且 $f(1-x)=f(1+x)$,

$\therefore f(1-x)=f(1+x)=-f(x-1), f(0)=0$,

则 $f(x+2)=-f(x)$, 则 $f(x+4)=-f(x+2)=f(x)$,

即函数 $f(x)$ 是周期为 4 的周期函数,

$\because f(1)=2$,

$\therefore f(2)=f(0)=0, f(3)=f(1-2)=f(-1)=-f(1)=-2$,

$f(4)=f(0)=0$

则 $f(1)+f(2)+f(3)+f(4)=2+0-2+0=0$,

则 $f(1)+f(2)+f(3)+\ldots+f(50)=12[f(1)+f(2)+f(3)+f(4)]+f(49)$

$+f(50)$

$=f(1)+f(2)=2+0=2$, 故选：C.
",120,5,"11. (5 points) Given$f(x)$is defined as$(-\infty,+\infty)$The odd function satisfying$f(1-x)=f$$(1+x)$, like$f(1)=2$, then $f(1)+f(2)+f(3)+\ldots+f(50)=(\quad)$A. -50
B. 0
C. 2
D. 50","solution:$\because f(x)$is an odd function, and$f(1-x)=f(1+x)$,$\therefore f(1-x)=f(1+x)=-f(x-1), f(0)=0$,

then $f(x+2)=-f(x)$, then $f(x+4)=-f(x+2)=f(x)$,

That is, function$f(x)$is a periodic function with a period of 4,$\because f(1)=2$,$\therefore f(2)=f(0)=0, f(3)=f(1-2)=f(-1)=-f(1)=-2$,$f(4)=f(0)=0$then $f(1)+f(2)+f(3)+f(4)=2+0-2+0=0$,

then $f(1)+f(2)+f(3)+\ldots+f(50)=12[f(1)+f(2)+f(3)+f(4)]+f(49)$$+f(50)$$=f(1)+f(2)=2+0=2$, so answer is: C.",121.33,117.92
2018,（新课标ⅲ）,"1. (5 分) 已知集合 $A=\{x \mid x-1 \geqslant 0\}, B=\{0,1,2\}$, 则 $A \cap B=（ \quad)$
A. $\{0\}$
B. $\{1\}$
C. $\{1,2\}$
D. $\{0,1,2\}$
",['C'],"解: $\because A=\{x \mid x-1 \geqslant 0\}=\{x \mid x \geqslant 1\}, B=\{0,1,2\}$,

$\therefore A \cap B=\{x \mid x \geqslant 1\} \cap\{0,1,2\}=\{1,2\}$.

故选: C.
",121,5,"1. (5 points) Given the set $A=\{x \mid x-1 \geqslant 0\}, B=\{0,1,2\}$, then $A \cap B=（ \quad)$A.$\{0\}$B.$\{1\}$C.$\{1,2\}$D.$\{0,1,2\}$","solution:$\because A=\{x \mid x-1 \geqslant 0\}=\{x \mid x \geqslant 1\}, B=\{0,1,2\}$,$\therefore A \cap B=\{x \mid x \geqslant 1\} \cap\{0,1,2\}=\{1,2\}$.

So, the correct answer is: C.",106.11,116.15
2018,（新课标ⅲ）,"2. $(5$ 分 $)(1+i)(2-i)=(\quad)$
A. $-3-i$
B. $-3+i$
C. $3-i$
D. $3+i$
",['D'],"解: $(1+i)(2-i)=3+i$. 故选: D.
",122,5,2.$(5$point$)(1+i)(2-i)=(\quad)$A.$-3-i$B.$-3+i$C.$3-i$D.$3+i$,"solution:$(1+i)(2-i)=3+i$. So, the correct answer is: D.",88.57,150.0
2018,（新课标ⅲ）,"4. (5 分) 若 $\sin a=\frac{1}{3}$, 则 $\cos 2 a=(\quad)$
A. $\frac{8}{9}$
B. $\frac{7}{9}$
C. $-\frac{7}{9}$
D. $-\frac{8}{9}$
",['B'],"解: $\because \sin a=\frac{1}{3}$,

$\therefore \cos 2 a=1-2 \sin ^{2} a=1-2 \times \frac{1}{9}=\frac{7}{9}$.

故选: $B$.
",123,5,"4. (5 minutes) Young$\sin a=\frac{1}{3}$, then $\cos 2 a=(\quad)$A.$\frac{8}{9}$B.$\frac{7}{9}$C.$-\frac{7}{9}$D.$-\frac{8}{9}$","solution:$\because \sin a=\frac{1}{3}$,$\therefore \cos 2 a=1-2 \sin ^{2} a=1-2 \times \frac{1}{9}=\frac{7}{9}$.

So, the correct answer is:$B$.",102.42,121.01
2018,（新课标ⅲ）,"5. (5 分) $\left(x^{2}+\frac{2}{x}\right){ }^{5}$ 的展开式中 $x^{4}$ 的系数为 $(\quad)$
A. 10
B. 20
C. 40
D. 80
",['C'],"解：由二项式定理得 $\left(x^{2}+\frac{2}{x}\right)^{5}$ 的展开式的通项为:

$$
T_{r+1}=C_{5}^{r}\left(x^{2}\right)^{5-r}\left(\frac{2}{x}\right)^{r}=2^{r} C_{5}^{r} x^{10-3 r}
$$

由 $10-3 r=4$, 解得 $r=2$,

$\therefore\left(\mathrm{x}^{2}+\frac{2}{\mathrm{x}}\right)^{5}$ 的展开式中 $\mathrm{x}^{4}$ 的系数为 $2^{2} \mathrm{C}_{5}^{2}=40$.

故选: C.
",124,5,"5. (5 points)$\left(x^{2}+\frac{2}{x}\right){ }^{5}$where the expansion$x^{4}$The coefficient of$(\quad)$A. 10
B. 20
C. 40
D. 80","Solution: From the binomial theorem$\left(x^{2}+\frac{2}{x}\right)^{5}$The expansion term is:$$T_{r+1}=C_{5}^{r}\left(x^{2}\right)^{5-r}\left(\frac{2}{x}\right)^{r}=2^{r} C_{5}^{r} x^{10-3 r}$$Depend on$10-3 r=4$, solve it$r=2$,$\therefore\left(\mathrm{x}^{2}+\frac{2}{\mathrm{x}}\right)^{5}$where the expansion$\mathrm{x}^{4}$The coefficient of$2^{2} \mathrm{C}_{5}^{2}=40$.

So, the correct answer is: C.",125.49,127.27
